Geo Point;Name;Name (en);Name (fr);IATA code;ICAO code;Wikipedia id;Wikidata id;Website;Phone;Operator;Description;Edit in OSM;Source;other_tags;Country;Country code
51.720959,19.3934965;Port Lotniczy Łódź im. Władysława Reymonta;;;LCJ;EPLL;pl:Port lotniczy Łódź-Lublinek;Q764554;;;;;https://www.openstreetmap.org/edit?node=407511357;Bing;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041b\u043e\u0434\u0437\u044c \u0438\u043c\u0435\u043d\u0438 \u0412\u043b\u0430\u0434\u0438\u0441\u043b\u0430\u0432\u0430 \u0420\u0435\u0439\u043c\u043e\u043d\u0442\u0430"", ""name:uk"": ""\u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u041b\u043e\u0434\u0437\u044c \u0456\u043c\u0435\u043d\u0456 \u0412\u043b\u0430\u0434\u0438\u0441\u043b\u0430\u0432\u0430 \u0420\u0435\u0439\u043c\u043e\u043d\u0442\u0430"", ""official_name"": ""Port Lotniczy \u0141\u00f3d\u017a im. W\u0142adys\u0142awa Reymonta"", ""old_name"": ""Port lotniczy \u0141\u00f3d\u017a-Lublinek""}";Poland;PL
51.4210547,12.2365445;Flughafen Leipzig/Halle;Leipzig/Halle Airport;Aéroport de Leipzig/Halle;LEJ;EDDP;en:Leipzig/Halle Airport;Q668382;;;Flughafen Leipzig/Halle GmbH;;https://www.openstreetmap.org/edit?node=435715317;;"{""addr:city"": ""Schkeuditz"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""04435"", ""addr:street"": ""Terminalring"", ""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""cargo_volume"": ""988240"", ""contact:instagram"": ""https://www.instagram.com/leipzighalleairport/"", ""contact:phone"": ""+49 341 224-1155"", ""contact:twitter"": ""https://twitter.com/lej_airport"", ""contact:website"": ""http://www.leipzig-halle-airport.de"", ""contact:youtube"": ""https://www.youtube.com/channel/UCMfHPnh7IunM8ME8auxctlQ"", ""ele"": ""143"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0644\u0627\u064a\u0628\u0632\u064a\u063a \u0647\u0627\u0644\u0647"", ""name:cs"": ""Leti\u0161t\u011b Lipsko/Halle"", ""name:de"": ""Flughafen Leipzig/Halle"", ""name:es"": ""Aeropuerto de Leipzig/Halle"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0644\u0627\u06cc\u067e\u0632\u06cc\u06af/\u0647\u0627\u0644\u0647"", ""name:hr"": ""Zra\u010dna luka Leipzig/Halle"", ""name:id"": ""Bandar Udara Leipzig/Halle"", ""name:it"": ""Aeroporto di Lipsia-Halle"", ""name:ja"": ""\u30e9\u30a4\u30d7\u30c4\u30a3\u30d2\u30fb\u30cf\u30ec\u7a7a\u6e2f"", ""name:mk"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u041b\u0430\u0458\u043f\u0446\u0438\u0433/\u0425\u0430\u043b\u0435"", ""name:ms"": ""Lapangan Terbang Leipzig-Halle"", ""name:pl"": ""Port lotniczy Lipsk/Halle"", ""name:pt"": ""Aeroporto de Leipzig/Halle"", ""name:sv"": ""Leipzig/Halles Flygplats"", ""name:vi"": ""S\u00e2n bay Leipzig/Halle"", ""name:zh"": ""\u83b1\u6bd4\u9521/\u54c8\u96f7\u673a\u573a"", ""old_icao"": ""ETLS"", ""old_name"": ""Flughafen Halle/Leipzig"", ""old_name:de"": ""Flughafen Halle/Leipzig"", ""old_name:de_1"": ""Flughafen Leipzig-Schkeuditz"", ""opening_hours"": ""24/7"", ""passengers"": ""2317255"", ""wikimedia_commons"": ""Category:Leipzig/Halle Airport""}";Germany;DE
24.9015634,67.1630662;جناح بین الاقوامی ہوائی اڈا;Jinnah International Airport;;KHI;OPKC;ur:جناح بین الاقوامی ہوائی اڈا;Q61052;https://karachiairport.com.pk/;;پاکستان سول ایوی ایشن اتھارٹی;;https://www.openstreetmap.org/edit?node=435769885;;"{""addr:city"": ""\u06a9\u0631\u0627\u0686\u06cc"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""city_served"": ""\u06a9\u0631\u0627\u0686\u06cc"", ""closest_town"": ""\u06a9\u0631\u0627\u0686\u06cc"", ""ele"": ""30"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u062c\u0646\u0627\u062d \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:cs"": ""Mezin\u00e1rodn\u00ed Leti\u0161t\u011b D\u017einn\u00e1h"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0628\u06cc\u0646\u200c\u0627\u0644\u0645\u0644\u0644\u06cc \u062c\u0646\u0627\u062d"", ""name:pl"": ""Port Lotniczy D\u017ainnaha w Karaczi"", ""name:pnb"": ""\u062c\u0646\u0627\u062d \u0627\u0646\u0679\u0631\u0646\u06cc\u0634\u0646\u0644 \u0627\u06cc\u0626\u0631 \u067e\u0648\u0631\u0679"", ""name:tg"": ""\u0424\u0443\u0440\u0443\u0434\u0433\u043e\u04b3\u0438 \u0411\u0430\u0439\u043d\u0430\u043b\u043c\u0438\u043b\u043b\u0430\u043b\u0438\u0438 \u04b6\u0438\u043d\u043d\u0430\u04b3"", ""name:ur"": ""\u062c\u0646\u0627\u062d \u0628\u06cc\u0646 \u0627\u0644\u0627\u0642\u0648\u0627\u0645\u06cc \u06c1\u0648\u0627\u0626\u06cc \u0627\u0688\u0627"", ""name:zh"": ""\u771f\u7eb3\u56fd\u9645\u673a\u573a"", ""operator:ur"": ""\u067e\u0627\u06a9\u0633\u062a\u0627\u0646 \u0633\u0648\u0644 \u0627\u06cc\u0648\u06cc \u0627\u06cc\u0634\u0646 \u0627\u062a\u06be\u0627\u0631\u0679\u06cc"", ""operator:wikidata"": ""Q5124424"", ""operator:wikipedia"": ""ur:\u067e\u0627\u06a9\u0633\u062a\u0627\u0646 \u0633\u0648\u0644 \u0627\u06cc\u0648\u06cc \u0627\u06cc\u0634\u0646 \u0627\u062a\u06be\u0627\u0631\u0679\u06cc"", ""operator:wikipedia:ur"": ""\u067e\u0627\u06a9\u0633\u062a\u0627\u0646 \u0633\u0648\u0644 \u0627\u06cc\u0648\u06cc \u0627\u06cc\u0634\u0646 \u0627\u062a\u06be\u0627\u0631\u0679\u06cc"", ""type"": ""public""}";Pakistan;PK
36.7954909,27.0907372;Κρατικός Αερολιμένας Κω, Ιπποκράτης;Kos Island International Airport;Aéroport international de l'île de Kos;KGS;LGKO;de:Flughafen Kos;Q1420601;https://www.kgs-airport.gr/en;;Fraport Greece;;https://www.openstreetmap.org/edit?node=453038339;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""name:de"": ""Flughafen Kos-Hippokrates"", ""wikimedia_commons"": ""https://commons.wikimedia.org/wiki/Category:Kos_Island_International_Airport?uselang=de""}";Greece;GR
4.8735803,31.5991694;Juba International Airport;;;JUB;HSSJ;;Q1122958;;;;;https://www.openstreetmap.org/edit?node=458028765;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""461"", ""landuse"": ""military"", ""military"": ""airfield"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u062c\u0648\u0628\u0627 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:de"": ""Internationaler Flughafen Dschuba"", ""name:es"": ""Aeropuerto Internacional de Yuba"", ""name:ur"": ""\u062c\u0648\u0628\u0627 \u0628\u06cc\u0646 \u0627\u0644\u0627\u0642\u0648\u0627\u0645\u06cc \u06c1\u0648\u0627\u0626\u06cc \u0627\u0688\u0627"", ""ref"": ""JUB""}";South Sudan;SS
46.7921863,-71.3878691;Aéroport international Jean-Lesage de Québec;Québec City Jean Lesage International Airport;Aéroport international Jean-Lesage de Québec;YQB;CYQB;fr:Aéroport international Jean-Lesage de Québec;Q794549;;;;;https://www.openstreetmap.org/edit?node=464846018;;"{""addr:city"": ""Qu\u00e9bec"", ""addr:housenumber"": ""505"", ""addr:postcode"": ""G2G 0J4"", ""addr:street"": ""Rue Principale"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""A\u00e9roport de Qu\u00e9bec"", ""ele"": ""74"", ""internet_access"": ""yes"", ""ref"": ""YQB"", ""wikimedia_commons"": ""Category:Qu\u00e9bec City Jean Lesage International Airport""}";Canada;CA
43.8253629,18.3293661;Međunarodni aerodrom Sarajevo;Sarajevo International Airport;;SJJ;LQSA;bs:Međunarodni aerodrom Sarajevo;Q740392;https://www.sarajevo-airport.ba/;;Bosnia and Herzegovina Directorate of Civil Aviation (BHDCA);;https://www.openstreetmap.org/edit?node=472086702;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""521"", ""name:hr"": ""Me\u0111unarodna zra\u010dna luka Sarajevo"", ""name:mk"": ""\u041c\u0435\u0453\u0443\u043d\u0430\u0440\u043e\u0434\u0435\u043d \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0421\u0430\u0440\u0430\u0435\u0432\u043e"", ""name:sr"": ""\u041c\u0435\u0452\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u0438 \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0421\u0430\u0440\u0430\u0458\u0435\u0432\u043e"", ""name:sr-Latn"": ""Me\u0111unarodni aerodrom Sarajevo""}";Bosnia and Herzegovina;BA
8.9793279,38.7989876;Addis Ababa Bole International Airport;Addis Ababa Bole International Airport;;ADD;HAAB;en:Addis Ababa Bole International Airport;Q44923;;;;;https://www.openstreetmap.org/edit?node=478984555;Gagravarr_Airports;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international;public"", ""aeroway"": ""aerodrome"", ""ele"": ""2334"", ""is_in"": ""Addis Ababa,Ethiopia"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0623\u062f\u064a\u0633 \u0623\u0628\u0627\u0628\u0627 \u0628\u0648\u0644 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:zh"": ""\u4e9a\u7684\u65af\u4e9a\u8d1d\u5df4\u535a\u83b1\u56fd\u9645\u673a\u573a""}";Ethiopia;ET
25.1081021,102.938273;昆明长水国际机场;Kunming Changshui Airport;Aéroport international de Kunming Changshui;KMG;ZPPP;en:Kunming Changshui International Airport;Q1371636;;;;;https://www.openstreetmap.org/edit?node=481151584;;"{""addr:city"": ""\u6606\u660e\u5e02"", ""addr:district"": ""\u5b98\u6e21\u533a"", ""addr:postcode"": ""650211"", ""addr:province"": ""\u4e91\u5357\u7701"", ""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""2104"", ""int_name"": ""Kunming Changshui International Airport"", ""name:es"": ""Aeropuerto Internacional de Kunming Changshui"", ""name:eu"": ""Kunming Changshui nazioarteko aireportua"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0628\u06cc\u0646\u200c\u0627\u0644\u0645\u0644\u0644\u06cc \u06a9\u0648\u0646\u0645\u06cc\u0646\u06af \u0686\u0627\u0646\u06af\u0634\u0648\u06cc"", ""name:id"": ""Bandar Udara Internasional Kunming Changshui"", ""name:ja"": ""\u6606\u660e\u9577\u6c34\u56fd\u969b\u7a7a\u6e2f"", ""name:ko"": ""\ucfe4\ubc0d \ucc3d\uc288\uc774 \uad6d\uc81c\uacf5\ud56d"", ""name:nl"": ""Internationale luchthaven Kunming Changshui"", ""name:no"": ""Kunming Changshui internasjonale lufthavn"", ""name:tg"": ""\u0424\u0443\u0440\u0443\u0434\u0433\u043e\u04b3\u0438 \u0431\u0438\u043d\u200c\u0430\u043b\u043c\u0438\u043b\u0430\u043b\u04e3 \u041a\u0443\u043d\u043c\u0438\u043d\u0433 \u0427\u043e\u043d\u0433\u0448\u0443\u0438"", ""name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf Tr\u01b0\u1eddng Th\u1ee7y C\u00f4n Minh"", ""name:zh"": ""\u6606\u660e\u957f\u6c34\u56fd\u9645\u673a\u573a"", ""note"": ""\u6807\u6ce8aerodrome=international\u662f\u4e3a\u4e86\u5728\u516c\u5171\u4ea4\u901a\u5730\u56fe\u56fe\u5c42\u663e\u793a\u8be5\u673a\u573a"", ""ref"": ""KMG""}";People's Republic of China;CN
62.0640191,-7.2761568;Vágar Airport;;;FAE;EKVG;da:Vágar Lufthavn;Q371471;https://www.fae.fo/;;;;https://www.openstreetmap.org/edit?node=482873673;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ref"": ""EKVG""}";Denmark;DK
48.3537238,11.786025;Flughafen München;Munich International Airport;Aéroport Franz-Josef-Strauss de Munich;MUC;EDDM;de:Flughafen München;Q131402;https://www.munich-airport.de/;;Flughafen München GmbH;;https://www.openstreetmap.org/edit?node=487185364;;"{""IFR"": ""yes"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Flughafen M\u00fcnchen \""Franz-Josef-Strauss\"""", ""alt_name:es"": ""Aeropuerto Internacional de M\u00fanich"", ""cargo_volume"": ""336162"", ""ele"": ""453"", ""name:cs"": ""Mezin\u00e1rodn\u00ed leti\u0161t\u011b Mnichov"", ""name:de"": ""Flughafen M\u00fcnchen"", ""name:es"": ""Aeropuerto Internacional de M\u00fanich-Franz Josef Strauss"", ""name:it"": ""Aeroporto di Monaco di Baviera"", ""name:ko"": ""\ubb8c\ud5e8 \uad6d\uc81c\uacf5\ud56d"", ""name:pt"": ""Aeroporto de Munique"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041c\u044e\u043d\u0445\u0435\u043d\u0430"", ""name:tk"": ""M\u00fcnih Franz Josef Strauss Havaliman\u0131"", ""note"": ""aerodrome (see relation)"", ""official_name"": ""Flughafen M\u00fcnchen \u201eFranz Josef Strau\u00df\u201c"", ""passengers"": ""38000000"", ""wheelchair"": ""limited""}";Germany;DE
51.5169351,7.6130437;Flughafen Dortmund;Dortmund Airport;Aéroport de Dortmund;DTM;EDLW;de:Flughafen Dortmund;Q313587;;;Flughafen Dortmund GmbH;;https://www.openstreetmap.org/edit?node=492537654;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Dortmund Airport"", ""area"": ""yes"", ""cargo_volume"": ""0"", ""closest_town"": ""Dortmund, Germany"", ""ele"": ""130"", ""name:de"": ""Flughafen Dortmund"", ""name:es"": ""Aeropuerto de Dortmund"", ""name:hr"": ""Zra\u010dna luka Dortmund"", ""name:id"": ""Bandar Udara Dortmund"", ""name:it"": ""Aeroporto di Dortmund"", ""name:ja"": ""\u30c9\u30eb\u30c8\u30e0\u30f3\u30c8\u7a7a\u6e2f"", ""name:mk"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0414\u043e\u0440\u0442\u043c\u0443\u043d\u0434"", ""name:ms"": ""Lapangan Terbang Dortmund"", ""name:nl"": ""Luchthaven Dortmund"", ""name:pl"": ""Port lotniczy Dortmund"", ""name:sk"": ""Letisko Dortmund"", ""name:sv"": ""Dortmunds flygplats"", ""name:uk"": ""\u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u0414\u043e\u0440\u0442\u043c\u0443\u043d\u0434"", ""name:vi"": ""S\u00e2n bay Dortmund"", ""name:zh"": ""\u591a\u7279\u8499\u5fb7\u673a\u573a"", ""passengers"": ""1800000"", ""wheelchair"": ""yes""}";Germany;DE
1.6824043,11.0235787;Aeropuerto Internacional del Presidente Obiang Nguema;President Obiang Nguema International Airport;;GEM;FGMY;en:President Obiang Nguema International Airport;Q19931170;;;Aeropuertos de Guinea Ecuatorial;;https://www.openstreetmap.org/edit?node=496247954;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""name:es"": ""Aeropuerto Internacional del Presidente Obiang Nguema""}";Equatorial Guinea;GQ
5.1773857,-59.4889152;Kaieteur International Airport;;;KAI;SYKA;en:Kaieteur International Airport;Q6347639;;;;;https://www.openstreetmap.org/edit?node=500231637;ourairports.com;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""1520""}";Guyana;GY
10.4819907,9.7465943;Bauchi State Airport;Sir Abubakar Tafawa Balewa International Airport;;BCU;DNBC;en:Bauchi State Airport;Q18205425;;;;;https://www.openstreetmap.org/edit?node=501791289;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""1980""}";Nigeria;NG
48.9793426,6.2477144;Aeroport de Metz-Nancy-Lorraine;;;ETZ;LFJL;fr:Aéroport de Metz-Nancy-Lorraine;Q1432038;;;;;https://www.openstreetmap.org/edit?node=506073903;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""name:de"": ""Flughafen Metz-Nancy-Lothringen"", ""name:it"": ""Aeroporto di Metz-Nancy-Lorena""}";France;FR
-22.0148982,166.2139406;Aéroport de Nouméa - La Tontouta;Noumea - La Tontouta International Airport;Aéroport de Nouméa - La Tontouta;NOU;NWWW;fr:Aéroport international de Nouméa-La Tontouta;Q892783;;;CCI Chambre de Commerce et d'Industrie;;https://www.openstreetmap.org/edit?node=543593667;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Noum\u00e9a"", ""ele"": ""16""}";France;FR
37.6217472,-122.3789591;San Francisco International Airport;San Francisco International Airport;;SFO;KSFO;en:San Francisco International Airport;Q8688;https://www.flysfo.com/;;;;https://www.openstreetmap.org/edit?node=545819287;https://adip.faa.gov/agis/public/#/airportData/SFO;"{""FAA:LFSN"": ""02187.*A"", ""addr:city"": ""San Francisco"", ""addr:housenumber"": ""780"", ""addr:postcode"": ""94128"", ""addr:state"": ""CA"", ""addr:street"": ""S Airport Blvd"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""city_served"": ""San Francisco, California"", ""ele"": ""4"", ""ffa"": ""SFO"", ""gnis:feature_id"": ""1653945"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""internet_access:ssid"": ""#SFO FREE WIFI"", ""name:de"": ""Flughafen San Francisco"", ""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ae\u03c2 \u0391\u03b5\u03c1\u03bf\u03bb\u03b9\u03bc\u03ad\u03bd\u03b1\u03c2 \u03a3\u03b1\u03bd \u03a6\u03c1\u03b1\u03bd\u03c3\u03af\u03c3\u03ba\u03bf"", ""name:ja"": ""\u30b5\u30f3\u30d5\u30e9\u30f3\u30b7\u30b9\u30b3\u56fd\u969b\u7a7a\u6e2f"", ""owner"": ""San Francisco Airport Commission"", ""rank_aci:2016"": ""23"", ""short_name"": ""San Francisco Airport"", ""source_ref"": ""geonames.usgs.gov""}";United States of America;US
31.4987509,120.4303868;苏南硕放国际机场;Sunan Shuofang International Airport;;WUX;ZSWX;;Q1433255;;;;;https://www.openstreetmap.org/edit?node=548182726;;"{""addr:city"": ""\u65e0\u9521\u5e02"", ""addr:district"": ""\u65b0\u5434\u533a"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""214028"", ""addr:province"": ""\u6c5f\u82cf\u7701"", ""addr:street"": ""\u673a\u573a\u8def"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Wuxi Airport""}";People's Republic of China;CN
65.6564893,-18.0709569;Akureyrarflugvöllur;Akureyri Airport;;AEY;BIAR;is:Akureyrarflugvöllur;Q1430749;https://www.isavia.is/en/akureyri-airport;;;;https://www.openstreetmap.org/edit?node=564066900;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""city_served"": ""Akureyri"", ""ele"": ""2.74"", ""ifr"": ""yes"", ""is_in"": ""Akureyri"", ""name:is"": ""Akureyrarflugv\u00f6llur"", ""owner"": ""Isavia"", ""vfr"": ""yes"", ""wikipedia:en"": ""Akureyri Airport""}";;
9.7497503,-63.1538504;Aeropuerto Internacional José Tadeo Monagas;José Tadeo Monagas International Airport;;MUN;SVMT;es:Aeropuerto Internacional José Tadeo Monagas;Q1321040;https://www.aeropuertos.net/aeropuerto-internacional-jose-tadeo-monagas/;+58-291-6410960;Servicio Autónomo de Aeropuertos del Estado Monagas(SAADEMO);;https://www.openstreetmap.org/edit?node=564123214;wikipedia;"{""addr:city"": ""Matur\u00edn"", ""addr:country"": ""VE"", ""addr:postcode"": ""6201"", ""addr:state"": ""Monagas"", ""addr:street"": ""Avenida Jos\u00e9 Tadeo Monagas"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Matur\u00edn"", ""ele"": ""68"", ""gnis:feature_type"": ""airport"", ""image"": ""https://www.aeropuertos.net/imagenes/2014/08/Aeropuerto-Internacional-Jos%C3%A9-Tadeo-Monagas-410x307.jpg"", ""importance"": ""Internacional"", ""int_name"": ""Jos\u00e9 Tadeo Monagas International Airport"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""type"": ""civil"", ""wheelchair"": ""yes""}";Venezuela;VE
27.9285991,-15.3870765;Aeropuerto de Gran Canaria;Gran Canaria Airport;;LPA;GCLP;es:Aeropuerto de Gran Canaria;Q1130612;;;;;https://www.openstreetmap.org/edit?node=578958832;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""internet_access"": ""yes"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0643\u0646\u0627\u0631\u064a\u0627 \u0627\u0644\u0643\u0628\u0631\u0649"", ""name:de"": ""Flughafen Gran Canaria"", ""name:es"": ""Aeropuerto de Gran Canaria"", ""ref"": ""LPA""}";Spain;ES
19.4345239,37.23508;مطار بورتسودان الدولي;Port Sudan International Airport;;PZU;HSPN;ar:مطار بورتسودان الدولي;Q1431022;;;;;https://www.openstreetmap.org/edit?node=600427480;;"{""addr:city"": ""\u0628\u0648\u0631\u062a\u0633\u0648\u062f\u0627\u0646"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""\u0645\u0637\u0627\u0631 \u0628\u0648\u0631\u062a\u0633\u0648\u062f\u0627\u0646"", ""alt_name:ar"": ""\u0645\u0637\u0627\u0631 \u0628\u0648\u0631\u062a\u0633\u0648\u062f\u0627\u0646"", ""ele"": ""43"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0628\u0648\u0631\u062a\u0633\u0648\u062f\u0627\u0646 \u0627\u0644\u062f\u0648\u0644\u064a""}";Sudan;SD
49.8105816,23.9578154;Міжнародний аеропорт «Львів» ім. Данила Галицького;Lviv Danylo Halytskyi International Airport;;LWO;UKLL;uk:Міжнародний аеропорт «Львів» імені Данила Галицького;Q282909;;;;;https://www.openstreetmap.org/edit?node=644567509;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""326"", ""name:be"": ""\u041c\u0456\u0436\u043d\u0430\u0440\u043e\u0434\u043d\u044b \u0430\u044d\u0440\u0430\u043f\u043e\u0440\u0442 \""\u041b\u044c\u0432\u0456\u0432\"" \u0456\u043c\u044f \u0414\u0430\u043d\u0456\u043b\u0430 \u0413\u0430\u043b\u0456\u0446\u043a\u0430\u0433\u0430"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u00ab\u041b\u044c\u0432\u043e\u0432\u00bb \u0438\u043c. \u0414\u0430\u043d\u0438\u0438\u043b\u0430 \u0413\u0430\u043b\u0438\u0446\u043a\u043e\u0433\u043e"", ""name:zh"": ""\u5229\u6c83\u592b\u57fa\u5229\u8328\u57fa\u56fd\u9645\u673a\u573a""}";Ukraine;UA
47.8413654,27.7786557;Aeroportul Internaţional Bălţi;Bălți International Airport;;BZY;LUBL;;Q522432;;;;;https://www.openstreetmap.org/edit?node=644969751;;"{""addr:city"": ""Corl\u0103teni"", ""addr:district"": ""Raionul R\u00ee\u0219cani"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeroportul Interna\u0163ional B\u0103l\u0163i-Leadoveni"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0411\u0435\u043b\u044c\u0446\u044b""}";Moldova;MD
37.3632145,-121.9281466;Norman Y. Mineta San José International Airport;Norman Y. Mineta San José International Airport;;SJC;KSJC;en:San Jose International Airport;Q1257392;http://www.flysanjose.com/;;The City of San José Airport Commission;;https://www.openstreetmap.org/edit?node=648903263;"wikipedia;geonames.usgs.gov;Tiger2009";"{""ALAND"": ""5282101"", ""AREAID"": ""110173687269"", ""AWATER"": ""0"", ""COUNTYFP"": ""085"", ""MTFCC"": ""K2457"", ""STATEFP"": ""06"", ""Tiger:MTFCC"": ""K2457"", ""addr:city"": ""San Jose"", ""addr:housenumber"": ""1701"", ""addr:postcode"": ""95110"", ""addr:state"": ""CA"", ""addr:street"": ""Airport Boulevard"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""San Jos\u00e9 International Airport;Ernie Renzel Airfield;Norman Y. Mineta San Jose International Airport;San Jose International Airport"", ""alt_name:vi"": ""S\u00e2n bay Qu\u1ed1c t\u1ebf Mineta San Jos\u00e9"", ""ele"": ""17"", ""faa"": ""SJC"", ""gnis:county_name"": ""Santa Clara"", ""gnis:created"": ""03/01/1994"", ""gnis:feature_id"": ""1653954"", ""gnis:feature_type"": ""Airport"", ""internet_access"": ""wlan"", ""is_in"": ""US"", ""name:cs"": ""Mezin\u00e1rodn\u00ed leti\u0161t\u011b Normana Y. Minety San Jos\u00e9"", ""name:es"": ""Aeropuerto Internacional de San Jos\u00e9"", ""name:vi"": ""Phi tr\u01b0\u1eddng Qu\u1ed1c t\u1ebf Mineta San Jos\u00e9"", ""name:zh"": ""\u5723\u4f55\u585e\u673a\u573a"", ""ref"": ""SJC""}";United States of America;US
33.9421514,-118.4088287;Los Angeles International Airport;;Aéroport International de Los Angeles;LAX;KLAX;en:Los Angeles International Airport;Q8731;https://www.flylax.com;+1 855 463 5252;Los Angeles World Airports;;https://www.openstreetmap.org/edit?node=649268639;"GNIS;bing_imagery_0.25m_201005;https://adip.faa.gov/agis/public/#/airportData/LAX";"{""FAA:LFSN"": ""01818.*A"", ""access"": ""yes"", ""accuracy:meters"": ""estimate"", ""addr:state"": ""CA"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""LAX"", ""closest_town"": ""Los Angeles, California"", ""ele"": ""38"", ""faa"": ""LAX"", ""gnis:feature_id"": ""1653694"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name:es"": ""Aeropuerto Internacional de Los \u00c1ngeles"", ""name:nl"": ""Internationale Luchthaven van Los Angeles"", ""name:zh"": ""\u6d1b\u6749\u78ef\u570b\u969b\u6a5f\u5834"", ""old_name"": ""Mines Field"", ""rank_aci:2016"": ""4"", ""source:date"": ""2011-10-20"", ""speed"": ""25 mphs"", ""variation"": ""12.8 E 2011-11-17 0.1 W""}";United States of America;US
